C:\Users\Sushil Varande\Desktop\simulation_data\IMG\center_2020_11_23_16_06_24_733.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\left_2020_11_23_16_06_24_733.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\right_2020_11_23_16_06_24_733.jpg,0,0,0,2.874374E-06
C:\Users\Sushil Varande\Desktop\simulation_data\IMG\center_2020_11_23_16_06_24_824.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\left_2020_11_23_16_06_24_824.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\right_2020_11_23_16_06_24_824.jpg,0,0,0,3.794889E-05
C:\Users\Sushil Varande\Desktop\simulation_data\IMG\center_2020_11_23_16_06_24_926.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\left_2020_11_23_16_06_24_926.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\right_2020_11_23_16_06_24_926.jpg,0,0,0,3.77989E-06
C:\Users\Sushil Varande\Desktop\simulation_data\IMG\center_2020_11_23_16_06_25_018.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\left_2020_11_23_16_06_25_018.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\right_2020_11_23_16_06_25_018.jpg,0,0,0,6.55388E-06
C:\Users\Sushil Varande\Desktop\simulation_data\IMG\center_2020_11_23_16_06_25_108.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\left_2020_11_23_16_06_25_108.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\right_2020_11_23_16_06_25_108.jpg,0,0,0,8.88323E-06
C:\Users\Sushil Varande\Desktop\simulation_data\IMG\center_2020_11_23_16_06_25_206.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\left_2020_11_23_16_06_25_206.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\right_2020_11_23_16_06_25_206.jpg,0,0,0,7.304617E-07
C:\Users\Sushil Varande\Desktop\simulation_data\IMG\center_2020_11_23_16_06_25_299.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\left_2020_11_23_16_06_25_299.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\right_2020_11_23_16_06_25_299.jpg,0,0,0,9.560627E-06
C:\Users\Sushil Varande\Desktop\simulation_data\IMG\center_2020_11_23_16_06_25_391.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\left_2020_11_23_16_06_25_391.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\right_2020_11_23_16_06_25_391.jpg,0,0,0,1.869152E-05
C:\Users\Sushil Varande\Desktop\simulation_data\IMG\center_2020_11_23_16_06_25_485.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\left_2020_11_23_16_06_25_485.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\right_2020_11_23_16_06_25_485.jpg,0,0,0,2.424946E-05
C:\Users\Sushil Varande\Desktop\simulation_data\IMG\center_2020_11_23_16_06_25_577.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\left_2020_11_23_16_06_25_577.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\right_2020_11_23_16_06_25_577.jpg,0,0,0,1.370645E-05
C:\Users\Sushil Varande\Desktop\simulation_data\IMG\center_2020_11_23_16_06_25_674.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\left_2020_11_23_16_06_25_674.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\right_2020_11_23_16_06_25_674.jpg,0,0,0,3.764247E-06
C:\Users\Sushil Varande\Desktop\simulation_data\IMG\center_2020_11_23_16_06_25_770.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\left_2020_11_23_16_06_25_770.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\right_2020_11_23_16_06_25_770.jpg,0,0.2824215,0,0.204058
C:\Users\Sushil Varande\Desktop\simulation_data\IMG\center_2020_11_23_16_06_25_865.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\left_2020_11_23_16_06_25_865.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\right_2020_11_23_16_06_25_865.jpg,0,0.5628936,0,0.7348215
C:\Users\Sushil Varande\Desktop\simulation_data\IMG\center_2020_11_23_16_06_25_958.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\left_2020_11_23_16_06_25_958.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\right_2020_11_23_16_06_25_958.jpg,0,0.8450713,0,1.677291
C:\Users\Sushil Varande\Desktop\simulation_data\IMG\center_2020_11_23_16_06_26_047.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\left_2020_11_23_16_06_26_047.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\right_2020_11_23_16_06_26_047.jpg,0,1,0,2.612014
C:\Users\Sushil Varande\Desktop\simulation_data\IMG\center_2020_11_23_16_06_26_140.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\left_2020_11_23_16_06_26_140.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\right_2020_11_23_16_06_26_140.jpg,0,1,0,3.784362
C:\Users\Sushil Varande\Desktop\simulation_data\IMG\center_2020_11_23_16_06_26_239.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\left_2020_11_23_16_06_26_239.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\right_2020_11_23_16_06_26_239.jpg,0,1,0,4.953312
C:\Users\Sushil Varande\Desktop\simulation_data\IMG\center_2020_11_23_16_06_26_332.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\left_2020_11_23_16_06_26_332.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\right_2020_11_23_16_06_26_332.jpg,0,1,0,5.879402
C:\Users\Sushil Varande\Desktop\simulation_data\IMG\center_2020_11_23_16_06_26_423.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\left_2020_11_23_16_06_26_423.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\right_2020_11_23_16_06_26_423.jpg,0,1,0,7.026938
C:\Users\Sushil Varande\Desktop\simulation_data\IMG\center_2020_11_23_16_06_26_522.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\left_2020_11_23_16_06_26_522.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\right_2020_11_23_16_06_26_522.jpg,0,1,0,8.163341
C:\Users\Sushil Varande\Desktop\simulation_data\IMG\center_2020_11_23_16_06_26_617.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\left_2020_11_23_16_06_26_617.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\right_2020_11_23_16_06_26_617.jpg,0,1,0,9.2887
C:\Users\Sushil Varande\Desktop\simulation_data\IMG\center_2020_11_23_16_06_26_705.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\left_2020_11_23_16_06_26_705.jpg,C:\Users\Sushil Varande\Desktop\simulation_data\IMG\right_2020_11_23_16_06_26_705.jpg,-0.2,1,0,10.16992
